sentence,labels,DS,text labels,preds
"Lufthansa declined to comment on the letter, though its chief executive apologised to employees and customers in late June, saying the airline ""did go too far in cutting costs here and there.""    ** SAS AB <SAS.ST>",0,FE,negative,negative
"The probe had prompted the largest solar trade group to cut its installation forecasts for this year and next by 46% as developers including NextEra Energy Inc <NEE.N>, Southern Co <SO.N> warned of major project delays [nL2N2WQ31O].",0,FE,negative,negative
"The warning hit shares of other delivery companies as well as retailers in extended trading. United Parcel Service <UPS.N> dropped 5%, while Amazon <AMZN.O> dropped 1.6 and Target <TGT.N> dipped nearly 1%.",0,FE,negative,negative
Shares of Lululemon rose about 2% in extended trading after the company also forecast current-quarter revenue and profit above estimates and posted better-than-expected first-quarter earnings results.,1,FE,positive,positive
"Wells Fargo <WFC.N>, Bank of America <BAC.N> and Citigroup <C.N> advanced more than 1% each premarket, leading gains among big banks. ",1,FE,positive,positive
"    JPMorgan Chase & Co <JPM.N> Citigroup Inc <C.N>, and Wells Fargo & Co <WFC.N> also saw their net interest income rise in the same period.    ",1,FE,positive,positive
Upbeat remarks by Chinese regulators about policy support and rising expectations among investors about easing of strict COVID-19 measures boosted sentiment in Asia. Chinese bluechips <.CSI300> and Hong Kong stocks <.HSI> gained 1.2% and 2.4% respectively.,1,FE,positive,positive
"Rivian Automotive Inc <RIVN.O> surged after the electric-vehicle maker reported a smaller-than-expected loss, higher number of pre-orders and reaffirmed its full-year production outlook.",1,FE,positive,positive
"Amazon agreed to pay $18 for each share of One Medical, representing a premium of 76.8% to the healthcare firm's last close. One Medical shares were trading at $17.27.",1,FE,positive,negative
"It raises its ratings on Hilton <HLT.N>, Hyatt <H.N> and Marriott <MAR.O> to ""buy"", and even with the threat of a recession moving  into  2023, the pace of recovery in the hotels industry means is significant enough for a strong RevPAR increases in 2023, and that this is not being fairly reflected in the share prices. ",1,FE,positive,positive
"Walmart Inc <WMT.N> had also lifted its annual sales and profit outlook on strong demand for groceries and better inventory levels, but it forecast a muted holiday season as discretionary spending remains pressured. ",1,FE,positive,negative
"But the share price outperformer is Denmark-based IT consultancy company Netcompany <NETCG.CO>, with shares rising 20.5% after some upbeat Q3 financials. ",1,FE,positive,positive
"Centene raised the lower end of its adjusted annual earnings expectations by 5 cents to $5.65 per share, while maintaining the upper end at $5.75. Elevance Health <ELV.N> and UnitedHealth <UNH.N> also lifted their forecasts earlier this month.",1,FE,positive,positive
"Shares of AMD soared about 14%, mirroring the rise in peers such as Nvidia Corp <NVDA.O> which gained over 13% on signs of cooling inflation. The Philadelphia SE Semiconductor index <.SOX> surged 8.7%.",1,FE,positive,positive
"Domestic miners <.AXMM> led the gains, rising 2.1%, as iron ore futures soared. BHP <BHP.AX> and Rio Tinto <RIO.AX> advanced 2.8% and 1.3%, respectively. [IRONORE/]",1,FE,positive,positive
"Exxon and Chevron earned $5.5 billion and $6.3 billion, respectively, and the former returned to its years-ago strategy of big share repurchases by tripling expected buybacks through 2023 to $30 billion. Chevron got in on that as well, boosting buybacks to their most in more than a year. ",1,FE,positive,negative
"** Jubilant FoodWorks Ltd <JUBI.NS>, which runs the Domino's Pizza <DPZ.N> chain of restaurants in India, reported a near-10% jump in second-quarter profit on Tuesday, as people dined out more following the easing of COVID-19 restrictions.",1,FE,positive,positive
"Shares in Deliveroo <ROO.L>, their most preferred name in the sector, are up 10.4%. Ocado <OCDO.L>, perhaps the least preferred, but it is still gaining 6.8% today.",1,FE,positive,positive
"Dubai's main share index <.DFMGI> edged up 0.1%, helped by a 0.8% rise in Dubai Islamic Bank <DISB.DU> and a 0.8% increase in Emirates Integrated Telecommunications <DU.DU>.",1,FE,positive,positive
"Block Inc <SQ.N> posted a rise in third-quarter revenue on Thursday, sending its shares up 12% as the growth of its Cash App helped to make up for stagnant cryptocurrency prices that had dogged the payments platform led by Twitter founder Jack Dorsey in the previous quarters. [nS0N31001T]",1,FE,positive,negative
Wall Street's main indexes gapped to the upside at Tuesday's open as strong earnings from Goldman Sachs <GS.N> and Johnson & Johnson <JNJ.N> lifted hopes that upbeat corporate reports could soothe market worries about a potential recession due to rising inflation and interest rates. [.N],1,FE,positive,positive
"Worsening the mood, Russian President Vladimir Putin put nuclear-armed forces on high alert on Sunday. [nL1N2V308I]    Defense stocks L3Harris Technologies <LHX.N>, Raytheon Technologies <RTX.N>, Lockheed Martin Corp <LMT.N>, General Dynamics Corp <GD.N> and Northrop Grumman <NOC.N> jumped between 4.5% and 6.6% in premarket trading following news that Germany would increase its military spending. [nL4N2V33HQ]",1,FE,positive,negative
"However, he also says that a market historian might come up with a different answer. For example, Colas says that from July 2016 to October 2018, the U.S. 10-year Treasury yield went from 1.4% to 3.2%. However, the Nasdaq Composite <.IXIC> advanced 48% during that two-year period as U.S. ��Big Tech�� hit its stride.",1,FE,positive,positive
"Blackstone Inc <BX.N>, Carlyle Inc <CG.O>, and KKR & Co Inc <KKR.N> have reported record fourth-quarter earnings that outperformed analyst estimates. [nL1N2U7194] [nL1N2UE002] [nL1N2UJ1RU]",1,FE,positive,positive
"Still some European companies, especially luxury purveyors such as LVMH and Hermes may find a silver lining in the euro's 10% year-to-date decline against the dollar with double-digit sales growth, partly offsetting the China effect [nL8N2Z25SN].",1,FE,positive,positive
"The S&P 500 communication services index <.SPLRCL> added 3.1%, rising for the first time in five days and led sectoral gains. Tech stocks <.SPLRCT> rose 2.8%.",1,FE,positive,positive
"The Dow Jones Industrial Average <.DJI> rose 397.82 points, or 1.18%, to 34,098.1, the S&P 500 <.SPX> gained 53.64 points, or 1.36%, to 4,003.58 and the Nasdaq Composite <.IXIC> added 149.90 points, or 1.36%, to 11,174.41.",1,FE,positive,positive
"Cyber security companies, such as Immuta, Axonius and Securonix, have attracted investor interest recently due to strong demand for their services as businesses adopt a hybrid work model globally due to the COVID-19 pandemic.",1,FE,positive,negative
"In January, Tesla reported record quarterly deliveries that far exceeded Wall Street estimates, riding out global chip shortages as it ramped up China production. It was the sixth consecutive quarter that the world's most valuable automaker posted record deliveries. [nL1N2TJ0ZM]",1,FE,positive,negative
"Bank of America <BAC.N> threw the week's first earnings pitch, beating profit estimates as its strong consumer business helped mitigate sluggish global deal-making. Its shares were last up around 2.5%. [nL3N2WG1T3]",1,FE,positive,positive
"So far on Thursday, there is a clear tilt toward defensive S&P 500 sectors. Healthcare <.SPXHC>, staples <.SPLRCS> and utilities <.SPLRCU> are posting the best gains, while energy <.SPNY> and materials <.SPLRCM> are among weaker groups.",1,FE,positive,negative
"Tesla Inc <TSLA.O> edged up 0.38% ahead of its earnings after the bell, with focus on any weakness in demand that is starting to weigh on the auto industry. ",1,FE,positive,negative
Edenred has benefited this year from staff shortages and rising inflation that have pushed employers to spend more on workers' benefits. Shares have climbed by more than 40%.,1,FE,positive,positive
"Tencent Music <TME.N> posted quarterly revenue growth, lifting its shares more than 2%. Smartphone maker Xiaomi <1810.HK> delivered a bigger-than-expected rise in fourth-quarter revenue, sending its local shares up 6%. [nL3N2VO39R][nL2N2VP0MS]",1,FE,positive,positive
Spirit Airlines Inc <SAVE.N> jumped 17% after it and Frontier Group Holdings <ULCC.O> unveiled plans to create the fifth-largest U.S. airline in a $2.9 billion tie-up. That lifted the S&P 1500 Airlines Index <.SPCOMAIR> over 3%. [nL4N2UI2IL],1,FE,positive,positive
"In better news, production at Renault <RENA.PA> and Stellantis <STLA.MI> car plants is set to resume in a more normal manner than at the end of August 2021, when chip shortages led to a series of production halts, spokespersons for both companies said [nL8N2ZY3S5].",1,FE,positive,positive
"Lowe's same-store sales rose 5% in the fourth quarter ended Jan. 28, compared to analysts' estimates of a 3.1% increase, according to IBES data from Refinitiv. In comparison, Home Depot reported an 8.1% rise in same-store sales on Tuesday. ",1,FE,positive,negative
"Nestle <NESN.S> has also benefited from price hikes and a smaller-than-expected slowdown in demand, with the world's largest packaged food company posting its strongest nine-month sales growth in 14 years and raising its full-year forecast earlier on Wednesday.   ",1,FE,positive,positive
"Brent crude <LCOc1> futures settled at $101.16 a barrel, rising $2.06, or 2.1%, while West Texas Intermediate crude <CLc1> settled at $97.59 a barrel, gaining $1.81, or 1.9%.",1,FE,positive,negative
"Exxon Mobil <XOM.N> and Chevron <CVX.N> reported a surge in profits earlier this week, while ConocoPhillips <COP.N> raised its equity buyback plan to $45 billion after quarterly net income nearly doubled.",1,FE,positive,positive
Major U.S. stock indexes are sharply higher in early trading Friday as data showed U.S. retail sales increased more than expected in June and as Citigroup <C.N> shares jumped after the bank reported quarterly results. [nL1N2YV2A8] [nL4N2YW292],1,FE,positive,negative
"In Europe, traders see gains in Siemens <SIEGn.DE> after the German engineer beat profit expectations and forecast strong demand for hardware and software despite the complex macro. Good-looking news too from Thyssenkrupp <TKAG.DE>, which proposed its first dividend in four years. Burberry <BRBY.L> could also see support after the quarterly sales growth at the British luxury brand beat forecasts.",1,FE,positive,positive
The former is helped out by the Netherlands' largest bank ING Groep <INGA.AS> which has rallied 5.5% after reporting Q3 results and rolling out a share buyback plan worth 1.5 billion euros ($1.46 billion).,1,FE,positive,negative
"However, top oilfield services company Schlumberger <SLB.N> on Wednesday said North American oil and gas activity was growing at a faster pace than expected, as investments rates soar. [nL1N30E14E]",1,FE,positive,positive
"Miners <.AXMM> rose about 1.1%, despite weaker iron ore prices, with index heavyweights such as Rio Tinto <RIO.AX>, BHP Group <BHP.AX> and Fortescue Metals <FMG.AX> gaining between 0.7% and 1.8%.           ",1,FE,positive,unknown
"All of the three major indexes closed higher last week. The tech heavy Nasdaq <.IXIC> added 3.3%, the S&P 500 <.SPX> 2.4% and the Dow <.DJI> gained 2%.",1,FE,positive,positive
"SAP <SAPG.DE> gained 6.5% after the German business software maker reported faster-than-expected revenue growth for the third quarter, while Logitech International <LOGN.S> jumped 12.5% after the computer peripherals maker reaffirmed its full-year forecast.",1,FE,positive,negative
